total_volume,total_sales,total_supply,num_owners,average_price,num_reports,market_cap,floor_price,category,qtd_traits,qtd_editors,target
0.7783956159000004,232.0,4036.0,1350,0.0033551535168103,0,0.0,0.0,art,16,1,1
14.04401,61.0,3000.0,203,0.2302296721311475,0,0.0,0.2895,pfps,6,1,0
2.075,20.0,2075.0,75,0.10375,0,0.0,0.0,pfps,10,1,0
0.06269,5.0,17.0,7,0.012538,0,0.0,0.022,pfps,3,1,0
0.08,4.0,92.0,25,0.02,0,0.0,0.012,art,9,1,1
12.340614027112592,663.0,14.0,934,0.0186132941585408,0,0.0,0.0,art,2,1,1
0.0558075,2.0,4.0,3,0.02790375,0,0.0,0.0,art,0,1,1
72.51380000000002,163.0,140.0,136,0.4448699386503068,0,0.0,0.1,virtual-worlds,3,1,2
3.021099999999999,92.0,43.0,310,0.0328380434782608,0,0.5589999999999999,0.009,art,7,1,1
2.004050000000001,94.0,110.0,61,0.0213196808510638,0,0.0,0.0,pfps,0,1,0
2.4765134839999945,574.0,4000.0,882,0.0043144834216027,0,0.0,5.5,pfps,8,1,0
0.05,2.0,1.0,12,0.025,0,0.0,0.0,pfps,0,1,0
0.4920000000000001,62.0,12.0,31,0.0079354838709677,0,0.0,0.0,art,2,1,1
2.0,2.0,10.0,5,1.0,0,0.0,2.0,art,0,1,1
0.5059000000000001,44.0,693.0,368,0.0114977272727272,0,0.0,0.0,art,1,1,1
2.105000000000001,43.0,8.0,244,0.048953488372093,0,0.0,0.069,photography,8,1,2
1.91,7.0,124.0,40,0.2728571428571428,0,0.0,0.05,art,2,1,1
0.004,2.0,16.0,5,0.002,0,0.0,0.0,art,0,1,1
0.7134123227963064,620.0,502.0,110,0.0011506650367682,0,0.0,0.0,pfps,9,1,0
0.1367,9.0,300.0,279,0.0151888888888888,0,0.0,0.0666,art,0,1,1
3.7742922e-05,3.0,3.0,2,1.2580974e-05,0,0.0,2.014416e-06,art,0,1,1
0.93181536,23.0,172.0,113,0.0405137113043478,0,0.0,0.0,gaming,1,1,2
1.8133204492585857,652.0,1421.0,298,0.0027811663332186,0,0.0,0.0,pfps,17,1,0
1.7235902099979996,106.0,2.0,463,0.0162602849999811,0,0.0,0.01,art,2,1,1
0.139,4.0,3.0,17,0.03475,0,0.0,0.0,photography,0,1,2
323.6027861568924,5932.0,6662.0,2012,0.0545520543083095,1,71.22677299999998,0.010999,pfps,14,1,0
0.01,1.0,13.0,2,0.01,0,0.0,0.0,pfps,9,1,0
0.01,1.0,837.0,219,0.01,0,0.0,0.0,art,0,1,1
1.425246182289919,368.0,372.0,98,0.0038729515823095,0,0.0,0.0,art,3,1,1
0.6207580169399993,378.0,383.0,114,0.0016422169760317,0,0.0,0.0,pfps,0,1,0
0.04575,3.0,15.0,4,0.01525,0,0.0,0.0,pfps,0,1,0
18.5511003,158.0,1000.0,601,0.1174120272151898,0,0.0,0.055,art,1,1,1
0.02,1.0,10.0,2,0.02,0,0.0,0.0,pfps,3,1,0
433.4917509963995,8477.0,4972.0,648,0.0511374013207973,0,37.6059238632,0.0,pfps,10,1,0
0.4234393444168396,109.0,6.0,259,0.0038847646276774,0,0.0,0.005,pfps,1,1,0
4.720000000000002,38.0,100.0,38,0.1242105263157895,0,0.0,0.0,pfps,1,1,0
0.4056500000000001,60.0,126.0,9,0.0067608333333333,0,0.0,0.0,pfps,0,1,0
1.9019999999999997,13.0,2000.0,67,0.1463076923076922,0,0.0,0.0,photography,2,1,2
0.00072957,1.0,7.0,2,0.00072957,0,0.0,0.0,pfps,0,1,0
32.416802460563986,411.0,750.0,489,0.0788729986875036,0,0.0,0.0270625,pfps,3,2,0
37.80242982887585,3310.0,4433.0,942,0.0114206736643129,1,4.851108253992,0.0,pfps,9,1,0
0.02,2.0,145.0,75,0.01,0,0.0,0.0,pfps,0,1,0
0.00243594,4.0,8.0,2,0.000608985,0,0.0,0.00112212,art,0,1,1
0.47199,10.0,4.0,129,0.047199,0,0.0,0.01,art,0,1,1
0.423869,24.0,15.0,197,0.0176612083333333,0,0.0,0.0,art,2,1,1
0.0234,6.0,2.0,5,0.0039,0,0.0,0.0,art,3,1,1
0.30249131,178.0,4.0,435,0.0016993893820224,0,0.0,0.0015,gaming,1,1,2
0.1581,5.0,10.0,72,0.03162,0,0.0,0.056,art,0,1,1
0.15092,11.0,9.0,117,0.01372,0,0.0,0.01,art,1,1,1
0.01,1.0,1.0,1,0.01,0,0.0,0.0,photography,0,1,2
0.2299999999999999,10.0,66.0,16,0.0229999999999999,0,0.0,0.0,art,4,1,1
4.128055442280001,66.0,1593.0,56,0.06254629458,0,124.47024974999998,0.0,art,14,1,1
0.12945,8.0,300.0,183,0.01618125,0,0.0,0.01,art,0,1,1
3.75,8.0,17.0,11,0.46875,0,0.0,0.0,art,3,1,1
7.448e-08,1.0,1.0,2,7.448e-08,0,0.0,0.0,pfps,14,1,0
0.8676000000000006,65.0,7.0,54,0.0133476923076923,0,0.0,0.027,art,7,1,1
2.421249999999997,101.0,113.0,52,0.0239727722772276,0,0.0,0.035,pfps,0,1,0
0.015,1.0,1.0,2,0.015,0,0.0,0.0,art,0,1,1
0.00136886,1149610.0,17.0,20,1.190716852e-09,0,0.0,0.0,gaming,9,2,2
0.0015874272,9.0,60.0,4,0.0001763808,0,0.0,0.0,sports-collectibles,2,1,2
6.582019352659991,707.0,1999.0,370,0.0093097869203111,0,0.0,0.0,pfps,9,2,0
0.05,1.0,4.0,2,0.05,0,0.0,0.05,art,0,1,1
43.49523612208812,5582.0,4883.0,1030,0.0077920523328713,0,4.9345434831,0.0,pfps,12,1,0
190.24505999999965,242.0,474.0,291,0.7861366115702465,0,0.0,0.0595,art,0,3,1
71.42163974124412,1893.0,665.0,189,0.0377293395357866,0,46.68581516666667,0.068937792,gaming,1,2,2
1.1500000000000004,23.0,23.0,21,0.05,0,0.0,0.06,art,1,1,1
0.22244,6.0,10.0,5,0.0370733333333333,0,0.0,0.035,art,0,1,1
0.035,1.0,35.0,2,0.035,0,0.0,0.0,art,0,1,1
1.4094671358600013,594.0,7654.0,1692,0.0023728402960606,0,0.0,0.001,pfps,9,1,0
0.004,1.0,10.0,2,0.004,0,0.0,0.0,pfps,0,1,0
0.86,5.0,100.0,81,0.172,0,0.0,0.0,photography,14,1,2
498.7786719424918,13134.0,5555.0,1172,0.0379761437446697,0,178.59299750000005,0.0198,pfps,8,2,0
32.58149800000003,707.0,5829.0,1778,0.0460841555869873,1,0.0,0.0043,pfps,10,2,0
1.5308189999999997,143.0,5.0,395,0.0107050279720279,0,0.0,0.008,art,1,1,1
0.02,1.0,23.0,18,0.02,0,0.0,0.0,music,0,1,2
2.795384592,5.0,10.0,10,0.5590769184,0,3.750516,0.0,pfps,9,1,0
0.00276394,1.0,1067.0,7,0.00276394,0,0.0,0.0,art,0,1,1
0.02,2.0,21.0,2,0.01,0,0.0,0.0,art,0,1,1
0.39,1.0,50.0,2,0.39,0,0.0,0.0,art,0,1,1
234.2948334881,12463.0,4999.0,1821,0.0187992324069726,0,2.68733222604,0.0,pfps,7,1,0
2.06,9.0,5.0,5,0.2288888888888889,0,0.0,0.0,photography,0,1,2
0.03,3.0,10.0,4,0.01,0,0.0,0.0,memberships,0,1,2
1.6289999999999991,25.0,195.0,70,0.0651599999999999,2,0.0,0.0,pfps,3,1,0
1.732565795754024,160.0,151.0,54,0.0108285362234626,0,0.0566327916,0.0,pfps,7,1,0
0.5131366436000002,398.0,1.0,320,0.0012892880492462,0,0.0,0.0007994,pfps,1,1,0
1.0626462,2.0,1.0,1,0.5313230999999999,0,0.0,0.0,pfps,9,1,0
0.005,1.0,1.0,1,0.005,0,0.0,0.0,art,0,1,1
5.805846347999994,1325.0,9990.0,920,0.0043817708286792,1,0.0,0.0035,pfps,8,1,0
0.7050000000000003,28.0,4.0,49,0.0251785714285714,0,0.0,0.025,photography,14,1,2
15.78799,45.0,132.0,93,0.3508442222222222,0,0.0,0.1,photography,8,1,2
5.4661e-11,1.0,1.0,1,5.4661e-11,0,0.0,0.0,art,0,1,1
1.084,12.0,2.0,86,0.0903333333333333,1,0.0,0.0,pfps,2,2,0
0.0106,3.0,2.0,3,0.0035333333333333,0,0.0,0.0,photography,0,1,2
24.4,26.0,1111.0,10,0.9384615384615383,0,0.0,0.0,art,11,1,1
0.059,5.0,100.0,57,0.0118,0,0.0,0.0,art,0,1,1
0.05,1.0,42.0,18,0.05,0,0.0,0.0,art,0,1,1
30.509000999999987,89.0,49.0,49,0.3427977640449436,0,0.0,0.089,art,1,1,1
1.0125000000000002,49.0,61.0,34,0.0206632653061224,0,0.0,0.0,pfps,0,1,0
123.26688137050508,11531.0,206.0,1309,0.0106900426130001,0,0.0130264705882352,0.0001,pfps,3,1,0
0.2029,4.0,7.0,147,0.050725,0,0.0,0.25,art,1,1,1
0.036,12.0,54.0,45,0.003,0,0.0,0.005,pfps,10,1,0
0.055,2.0,4.0,3,0.0275,1,0.0,0.0,pfps,1,1,0
2.0968,23.0,50.0,43,0.0911652173913043,0,0.0,0.069,pfps,8,1,0
6.39,5.0,2.0,6,1.278,0,0.0,0.0,pfps,0,2,0
0.0686,7.0,7.0,4,0.0098,0,0.0,0.0,art,0,1,1
1.479103,141.0,3123.0,390,0.0104900921985815,0,0.0,0.0,pfps,21,1,0
0.2069999999999999,9.0,1.0,11,0.0229999999999999,0,0.0,0.0,photography,0,1,2
0.4238000000000001,69.0,84.0,27,0.0061420289855072,0,0.0,0.0,art,26,1,1
0.24,8.0,28.0,9,0.03,0,0.0,0.0,art,6,1,1
18.19101505813998,3055.0,7.0,986,0.0059545057473453,0,0.0,0.0039,art,1,1,1
0.02,1.0,6.0,27,0.02,0,0.0,0.0,art,2,1,1
812.9438131456728,31125.0,10982.0,1819,0.0261186767275718,1,929.5552399999998,0.019,art,5,1,1
0.15,1.0,14.0,2,0.15,0,0.0,0.0,art,0,1,1
0.01,1.0,1.0,2,0.01,0,0.0,0.01,art,0,1,1
20.502566113773987,1184.0,4996.0,3762,0.0173163565150118,2,0.0,0.123,pfps,6,1,0
2.067222000000001,25.0,300.0,12,0.08268888,0,0.0,0.047491,music,6,1,2
2.1008266000000004,60.0,278.0,139,0.0350137766666666,0,0.0,0.0,pfps,0,1,0
24.977400627012734,1217.0,351.0,105,0.0205237474338642,0,0.548512965,0.0,pfps,7,2,0
187.99696656926093,12088.0,3998.0,782,0.015552363217179,3,1.063076066833846,0.0,pfps,10,1,0
0.00204908,5.0,48.0,31,0.000409816,0,0.0,0.0,art,1,2,1
0.1249999999999999,14.0,31.0,47,0.0089285714285714,0,0.0,0.0,art,0,1,1
0.01287904,4.0,61.0,5,0.00321976,0,0.0,0.0,pfps,10,1,0
